,sentiment,content
4827,,trellthmsrutonightbroiwannago
4828,,changedhairstylebutgoodsupposedbenthinkwealthedmuchmoneyhatehairdresser
4829,,majayymisstoo
4830,,rodsmack10kmuchappreciatedyeahsurechallengegreatrewardtradeanything
4831,,may4thyouhappystarwarsday
4832,,matrixonlineshutsnextmonthwowifeelkindasad
4833,,sunbackagaincouldkindweatherlastjanuaryfebruarylikejackets
4834,,ubernostrumreallyoughtpayattentionphonetweetssuremoivesbetter
4835,,
4836,,heyrbkohhshardupheheheshotlahgottaadmeeetbleh
4837,,todaydanboughtbiodomerealitybitessoundtrackneedlesssaygetsmayjahpointsalsotummyhappyboo
4838,,timesnugglebedelectricblankie
4839,,sweetlibertineumgladenjoyedit
4840,,parkslopebrooklynworkingbustphotoshootexcitingampnofevertonsilssizegolfballs
4841,,peanutthankyouseelongtakesfinishdamnthing
4842,,dntevenlikewearingskinnyjeancuzyallbitchassni99as
4843,,
4844,,workingstillsick
4845,,lululemonthankssadlystreamlinetopiisoldoutstreamlinetrunkiiavailablesizegetshalfway
4846,,lifebychocolatealredychocolateimpossibleresist
4847,,leftworkinventorywayeasygotputhighschoolmusicalcdamazinggoodnightgoodnighteveryone
4848,,katevoegeleamazingconcertgotreallygoodvideopictures
4849,,dougreportreadfloydarticlesaysprivate
4850,,birdsandbonesmeeeetoolisteningsadmusicmissingyoups
4851,,drinkhotchocolateyummy
4852,,lifeknowitexistanymore
4853,,jennamadisonheheheheheitplaytimecutielollol
4854,,petiteantoinohthatscoolthanks
4855,,introversimondusoundsgoodyeahturntomorrowdefinitelypartying
4856,,sootiredstillkindaangrymissedconcert
4857,,docsaidboneslookquotfineenoughquotalsoseerhumatologistoldlady
4858,,imheadinghomegottaworksunday
4859,,bigweekendfinalprojectduesundaynightcomputerdaynight
4860,,vian1309yeahrealhardknowgetitsmile
4861,,firsttimegoinghomeearlysucksbsingleonecall
4862,,girijasucksit
4863,,eathotlinktorta
4864,,gimbolandsorrychangeplansrevisionmondayexamparkonefriends
4865,,katiefreezemissyoulonelyemptywithoutyou
4866,,heardsinglewaitingmonthshearandimdisappointed
4867,,wantedgregpritchardgosillysobbyhopelesslydulllittlegirlholliesteelis
4868,,lostfavoritethinglovesalwayshimstoryyearkeychain
4869,,goingshoppingsundaydinnerroundtwop
4870,,crimsondreamerbuenohollykinsneedsfeelbetterasappsmissyoudoneunisoonyousoproudofyou
4871,,grahamguycoffee
4872,,yelyahwilliamsnoooooooooooooooooooooooooocant
4873,,lovelybreakfastmumyummypancakes
4874,,annejsimmonsmotherbaddays
4875,,missalotimgonnatalkhimhope
4876,,playedfriendlygmtodaybulgariadefptoffensivelystillworkingtimingisraelsungottacutplayers
4877,,congratulationsmannyquotpacmanquotpacquiaomadeeveryfilipinoproudfilipino
4878,,itstayloryallimsadmissedfamilyreunion
4879,,omgnicolekennedyfoundthnx
4880,,mightsnobfriendfollowerratio
4881,,elle6503woohoomadeonefavoritesseemondaysrock
4882,,okhappystarwarsdayeveryonesaymay4th
4883,,hobgoodsyeahwentsatellitebeachtodayflatttgoodskimmingthough
4884,,ahhjuzgotnewrapidshareaccountlaststilloct0910gbdownloadlimitdaily
4885,,ccnkaddictknowfallsright1pmtimelikerightmiddleday
4886,,thinkmaycrysoldciviclongermine
4887,,lilmo4evermadwontthereughhh
4888,,samgriersonawwwwahwellleastsoberweekpossiblygetgymugonnamakemusiclivexx
4889,,gonnabeautifulday
4890,,natalietranliketermquotpartnerquotcomesrelationshipsbusinesslikethatsuglywordday
4891,,fluttersbyesendpicssupposedgoshitgotfuckedup
4892,,reallygoodbankhoilday
4893,,lalalittlegirllovenewsongshippiehoiï¿½veansweredulovefreakytwitterguysd
4894,,nungguinsistalawlahirandirsasihkayaknyasihsoreinilahiranyeayyanotherbabygirlfamily
4895,,sharkattack44wishquotilikequotoptionlikefbthingslike
4896,,leastdays
4897,,ashleytaylorx3sweetgirlfoodsoooogood
4898,,thesupergirlextremelyexciteddaysbehind
4899,,ustweepsforgetcallmomtoday
4900,,fabsunnyday
4901,,kateesslemonttriedfailed
4902,,snowdedniceone
4903,,livep2vmigratesvmwarevspexamsmagentoconfigquietweekendpartycentral
4904,,goinggrouptherapysessioncantwaitspillgutshahaha
4905,,lrpw1302heytytipwifinetworkingonemanytalentsgetbotheredlol
4906,,officialtwilightsagaendedsighmylifeempty
4907,,jordansgirl81dragbutpartcomehandyheehee
4908,,sarahblevins3know
4909,,yatpunditooohokthoughtlosingmizmind
4910,,hrsayscatakingtaxchecks
4911,,goingwatchtwodavidsyey
4912,,bondeansadthingwantedworkyearsdreamjobcrushedsawcrappywasstillbitter
4913,,wishchicago
4914,,barackobamalegendwatcheddinnerspeachprettyfunny
4915,,anotherrainyday
4916,,rehearsalgonnamissgamepleasekeepupdatedgonuggets
4917,,talkedsamgroverscutegrandmaphonespeakshindinotbestlanguagebutsomehowmanged
4918,,sophieveronicahahaabbreviatebulky
4919,,savfortomorrowthoughtprettygoodguessnotbummer
4920,,gettinglittlemowinggrasseveningfun
4921,,angelicaaaworkiesdadawsucksworkingsaturdaymorningstudyexams
4922,,mccraigghopeenjoyingmoneyitslookingrealgoodright
4923,,jessejanelooksgreatmorningalready
4924,,gotbadheadache
4925,,writingboringpartpaperhmmsunshiningfeellikeworkingthishowever
4926,,veritasunaeahhthatsfunworklastnightpartyafterwentmoviestodayseewolverinegoodweekend
4927,,heyrobluketicquotkeepclearquotrobluketiclivegt
4928,,queenkakohthankthankyouhopingvideoonline
4929,,
4930,,chillingfeelingreallynice
4931,,missomquotifpaintfingernailsgreenohhappenspaintgreenquotmarvelous
4932,,happystarwarsdaymay4th
4933,,rippedfavoritepairjeans
4934,,visitgalenamissworldiccvbmeetingsvisitpeoriamonwedfunbeginning
4935,,birthdayhappybirthdayme
4936,,badreddevilsdisappointingsayleast
4937,,haldiraawwwbadentertainthoughtentering
4938,,soreyesterdaydefinitelyfeelinghillsnowlegshurtwaybootygoodhurt
4939,,gooddayyallhappymomsday
4940,,firstworkcomputerhomelaptopfucked
4941,,xonessahiyaaahannahaskedwantedcomegirlsaloudwilseeskankmoneysomwhereï¿½33need
4942,,getdrivedadairportflyvegaswsopwannagovegas
4943,,saygoodbyekarenbradyagneslikaitetwobestinternselevateever
4944,,hiblowmefoolthanksfollowgoodluckfriendha
4945,,psbrianannouncedmessagetitlequotwhatflowyouquotfriendrepliedquotcheescakequotha
4946,,yestodaystarwarsdaymay4thyou
4947,,finishedwatchingquotrolemodelsquothilariousdebatingwhethergo251hmmm
4948,,certainlyspringvailcorainingsnowingmothernatureknowmountainclosedskiseason
4949,,igortizzhahahahahaulookreallygoodurpicture
4950,,scarlettx3omgforgotthatluckythinghopefunx
4951,,sanazypooomghahahathoughtjokingtwitteringthathahahaawesomegoodtimes
4952,,recgametryingcrythepainmuchineedhimcantloselt3myheartbreakingg
4953,,jordanknightpleasewishwifeevelynhappymothersdaytellhopewonderfuldayspoiltoday
4954,,chrisfullmanwouldneverthingthingawesomererminutewalkwork
4955,,feelactualheartbreaklevanahgateslastnightx
4956,,ahhrjayuselesstweetloljkyaycomingtmrlongugnnaphils
4957,,peternomadthanksknow
4958,,ethan2rockthanksheadsupethanwatching
4959,,eddyizmliketurtles
4960,,ewwwprintednewidbadgethingieworknewwpicturetookmanynugly
4961,,sadsaybyebyebeautifulmountains
4962,,griffreviewslolyeaknowalmostdonesemesterweekyay
4963,,sarrahraehahahknowlovedhannahmontanamovieaweesome
4964,,shoppinggrandparentsdinnerbfwoop
4965,,didntleavevoicemail121908inlove
4966,,oksonbathgonnaseefindquickquotesgonnamissyallweekendalreadygettinsad
4967,,chescaaaaaayeaaaahh
4968,,imgonnafailtestmiserablyhistory
4969,,grrrrcantevenenjoybeautifuldayfinishdamnedessayphilosophy
4970,,feelingbadtaylorshockleyprofilepic
4971,,kitty4peacefuntwitpicpurplehaironce
4972,,rcitytellbrandonsaidhi
4973,,happystarwarsday
4974,,starvingalyssasmomwouldbringsubway
4975,,askedsingyetagainahacoffeemornintimepsychologypastquestionsamprevisionsuck
4976,,newweeknewlegendmake
4977,,tiredwantplayrandomsongsgitwardramaessay
4978,,everytimestillholdshorriblehorriblememoriesthough
4979,,goinggymearlytryinggetbackshapeagainhusbgotgiftcertswimwdolphinsbdneedmuscles
4980,,lthasinternetweekend
4981,,dan87beenchildmissyoumsneddays
4982,,donedisneylandkidsknockedoutstoppedhotelbargrabbedgreygooseamptonicwayuppeace
4983,,mssbxnyarterytomorrowhagendaz
4984,,joyee0720thankspp
4985,,busalmosthourlatecrappyalarmclockleeuwarden945
4986,,sometimeswishwarden
4987,,phreshlyphadedohwowthanksinfo
4988,,happysundaybeautifuldaylondonmeetchergobreakfastxx
4989,,enjoyedweekworkbacknextweek
4990,,watchingmovierockingbabykittyasleepslinghangingneckcute
4991,,danecooksooosadmisssandiego
4992,,musicalchillythankulady
4993,,sookiebontempsoocthanksughwhatbadbaddayhaddamntwitter
4994,,eventhougheveryonewantednewishsongteacheragreedsoldgrumpylikeushappyhaha
4995,,promisetangemanbeautifulbridegonnalovemarriedlifeabsolutelyrockscongratsboth
4996,,saddestcelebstoryweek
4997,,mulla8285ohnoooooosorrysuckshard
4998,,praxillakidscountdaystillsaturdayhopesomethingrememberlives
4999,,sortaneedssomehowforgete3lapracticallyethicsexamselfimposedrevisiontime
5000,,puttvcanucksgamescoreyaaycomevancitybabyiknowcantbelievewatchinghockeyeither
5001,,roughnight
5002,,livinurizntniceallmissmum
5003,,youtubeworking
5004,,itsromanticnovelcriedendimgoingbedimtired
5005,,saytrilolexamsgomcastschoolfinishedformthatssoodisappointed
5006,,zwritermissingqualifyingthinkdavidreutimannleading2296
5007,,morningtwittsheadinghomegreatsleepwbftennille
5008,,reveriebrsuckshopefindnewjobsoon
5009,,devyrahahalovehmmlolneedgoodbands
5010,,angpayatkonayeshopinggomelbourneweightlastyear
5011,,blackoutcitynevergood
5012,,officiallykindergartencop
5013,,amandamallardchasetonseitherpleasedieheartreallysad
5014,,marisatangorrahandwritingisntthemeveryonemakingfunimsittingmyseldlrc
5015,,dontwannamisslakergametonightsad
5016,,onewantssitlunchguessburyheadlaptopcontinueantisocial
5017,,vernaewilliamslancedrummondstwohilaaaaariousloveitvernae
5018,,subwayimgoinggetsubwayloveitateoftennewzealand
5019,,finallydinnernishikisushi
5020,,everyboygivebest
5021,,wootinterviewwentawsomegettalkmrjohnnythoughtohwellstillreallygood
5022,,rachellock22ohhthursdayexamsdaywednesday
5023,,asacavalliwishwityoufriendminerwellweekendworking
5024,,kevholditchgooddirectorssaidcouldgohomesaidbackworkboogoodlasted
5025,,idkcantshit
5026,,reallytwittermoodtodayknow
5027,,commonsense4thanksappreciateknowunsubscribelistgrowtomorrowlol
5028,,bgtawblessherstomachsankfirstwhimperedgoodtryingcarryonthatsnicesimontakecharge
5029,,omgseensunmoonplacedisprovestheoryperson
5030,,decoratedmomsroomasleepmothersdaywakebannerballoonswoo
5031,,tahninialnothingmakeuplasttimecheckedjarcurrysaucepepperinsidedisappointed
5032,,goodbyesexcitylethurrygivemicuzpaperworklailashahsummerbk
5033,,receivedexcellentbirthdaypresentspartyusualsuccess
5034,,sky14kemeayeausmaxjenroltonpoortrivun
5035,,helloainttweetindaycuzswitchthingsdanewplaceexhaustedsick
5036,,fielddaygtclassnotwinning
5037,,hojomoimtroublefindingreallyyummyeggfreeicecreamfavoriteicecreamgotrecommendationsanyone
5038,,xlexgladhappy
5039,,chloedrinkingawaysorrowsdreambearsgot
5040,,waitindrdeelunchbeautifulladygymyeahneedloose
5041,,
5042,,bigzflygeriansorryimpressedslightestbcueatpussymorelikesaddenedconfused
5043,,flupassuntoandywentshoppinggotfreshchickenchickensoupbutdampdsatissadpanda
5044,,goodmorningtweetershappymondaygrabbigcupcoffeenewweek
5045,,ahwokkinggreatcouldeatmuchicecreamwhatnevereatmuchicecreamlife
5046,,utterhipwellcatchinglittlepiecesharing
5047,,jflutieuneversentcarrieurassholeassholemiss
5048,,davidismyangelenoughtimeifgetvipknowmakeleastother
5049,,julierubesgamefoundlate
5050,,giveuppphourtryintlkmitchelmussoloveminutessslol
5051,,betscrrfinallypiccyalikehrshaha
5052,,happymothersdayyummymummiestwitter
5053,,thoughtcavswouldcrushmagiccomehomenorthrealizewrongwas
5054,,thanksconcernguysstitcheslaterwellwhew
5055,,retrorewindwokniteshifttonitemisspleasedmmepromisewonttellanyoneelse0
5056,,backhomemomentiï¿½mspeakingaunttelephonedariusneightingbackroundmisslittlehorse
5057,,neildavidsonhappenedthreeweeksagowhyserialcardfraudsterloose
5058,,ndubbscurseyouigloodwellers
5059,,redbaffpopcornfruitcakenowbutchocolate
5060,,jinxiegyupthatswatchmovies
5061,,niceargieyes
5062,,mraeannonthankuknowmissuilltakepicssoongetneedemailtxtsomething
5063,,littlefletchersawplayhereamazing
5064,,coachsayscomealongwayfasteralotpeopleohyeahwhosmanohhsore
5065,,lostworknthappyrightsloanster
5066,,ludwikcbrokencantc
5067,,chambershahaaaha
5068,,
5069,,spgridviewlookingprettierprettysurecodeugly
5070,,megasunshinemorning
5071,,joiskolroommakessad
5072,,nobodyevermandaghmakessad
5073,,instantmessagingtwofavouriteconversationguys
5074,,aarglookslikegohomevegasweekendmuchmakerfaire
5075,,sawdeadbirdwayworkwhatkinddaystartpoorlittlebird
5076,,hmmdontknowtodaycauseimdoneschoolandfeelgreat
5077,,headachewantsgothinkworthitmaybeknow
5078,,goinglittleskilletlunchtodayearth2andywhosinstillneedhitatm
5079,,todaysaddaytucson
5080,,ahhhhhgoawaynkotbretrorewindyayfavsong
5081,,timhahnprojecthehmovedhousepiuspeprallycheeringband
5082,,knowlatetcunightlyscanstartsohwellgraduatedtoday
5083,,saystephanieimpissedcouldntmakeinstorehottopicrockawaymallseenicksantinohahawont
5084,,blastbabethanksjoelt3loveeveryonetylerhappybirthday
5085,,nothinggoodtv
5086,,goingbedhappymothersdayeverymomhere
5087,,sippingojsunsanpedrolasoberanaagainsunnysmileynitagarlictomatopastedeliciousyummy
5088,,frogworthheygreatgigexchangetracksviazeemayallostloopsrightstillwritingxx
5089,,alexxximgonamisstodayimsadnoooooooo
5090,,acmcwhalereallygooddefinitely12smanypeoplegettingburnedalive
5091,,brunnaxoworriedsafesoundlt3you
5092,,saltyshuttercoolbeansyeahmanprob
5093,,happytheblackqueenevenmakeslaundrywonderful
5094,,killsicknfridaynight
5095,,kujakupoetcomputergotscrewedhellvirusesfinishedwipingdrivereinstallingwindowsxpwantmac
5096,,finishedbakingcinnamonrollssooooyummy
5097,,sdelightedohyaygladfunbaby
5098,,redrobinrocknnextoneyou
5099,,homechocolatepeanutbutterstupidkidsbusruinedyearbook
5100,,freesatscoverageskydishreallyreallybadmomentblocksplacereallyannoying
5101,,strawberrymargaritasbakedstuffedshrimp
5102,,santojayassumeableaffordtravelinganymoregotcontract
5103,,roundtwovegavanillachaiflavorrealizeddaysleft
5104,,boredgoakon
5105,,damnplanscanceledanotherfridaynighthome
5106,,lanceschmidtyeahkindabummedtellgonnamisstoolovedclassguysmadestudentteachingfun
5107,,lopezwilfredyeahcourse
5108,,firstnightsleepingnewhome
5109,,ughbackkillingme
5110,,oasisribenatoughestdecisioneverrr
5111,,cantsleepeppsomeoneawakescaredcrapouttame
5112,,happystarwarsdayeveryonemay4th
5113,,fuckcantfeellikecryingbitrealywantbotheringsooooooomuch
5114,,opheliapunkwishbummedkinda
5115,,bunnyreneethank
5116,,misstuggermistolastnightamazinglt3close
5117,,feelsgood
5118,,lizzslockeroommaybestartreallyliketeamlivingyearscitycupsawesome
5119,,datevaahedhwellatleastlastone
5120,,agoodeyesoooodisapoointedmakenexttimegladproductive
5121,,pitcherparkwantsurvivor
5122,,opalbonfantewonderfulletknowthinklightreading
5123,,girlfriendalsodropped
5124,,goodshowsleepytimegoodnightmoon
5125,,reallysorrybecauseilookingforwarditthoughtitdfunuwantedhearitioweubeer
5126,,ewwgrossampladykeepslookingweirdhahaanothersmiledampaskedcompanymearmylol
5127,,supportedthingslikenintrestedinmomalwaysrefusedit
5128,,jeffcantgetvisatimecomevisitmesadnewsgoinglapatonightsambanightaway
5129,,xmylifesastoryxrobgotluckygamebeat209205
5130,,ginjamadventuresayleastnicerpartsnorflondonsticksouthtoday
5131,,esmeacullenawwwwwwwtotallyrockifelthappiestgirleva
5132,,timegetreadywork
5133,,wolfierankinyepbuddylongtimetalkhowsthingsseecatstilllikesinkingfangsanklelol
5134,,feelsslightlybetterdamnsuremisshimhesgoinghardgetovermesseddonutscomfort
5135,,briarlabohemeohdearterriblehowevermoleskinenotebooksrulelot
5136,,lindseynhessagree100greatdaywindowseeit
5137,,carljohnston
5138,,miss
5139,,alma773wantsomebodyholdalmateartear
5140,,wellmakingdinnermakingdinnerwethair
5141,,hateyoung
5142,,perfectoutsidework
5143,,epmorganknowreadbtcantsitoutsidecozgotaanswerphone
5144,,mymothercityterrelltexasdistrictcitycouncilseatimmialolhappymothersday
5145,,zaidah1cantlistenmusicworkprobablycouldtrystarthuntingnewjobmonday
5146,,bridgetsupplebusylovelytime
5147,,stevelensinkthanksstephenappreciate
5148,,testshootinglaterafternoonmentionhollandindiewinefestivalweektonguered
5149,,feelingalonemomentmhimgoingleavenow
5150,,nickcarterawwwpoorknowusbless
5151,,evenbotheranymoreeveryonemakinfeellikeimwastespace
5152,,miraihlsoundslikegreatdayenjoy
5153,,thekrewegladblast
5154,,dbgradylolgreatmovie
5155,,modoflyomglolfuntnxposting
5156,,bigheadasianahhhcantonewilllasvegasweekendnoctweetup
5157,,crystaaalewtfkindabestfriendistillmethubbydepresses
5158,,hahafollowjohnmayerhesprettyfunnyguywantmovelamuchfun
5159,,dinob937askmarkstilloldblinksensehumormiss
5160,,fluciojerkcantgodammitfranksuckbad
5161,,alycemaddenarentufamousalreadyloladoringfanfanwouldanythingheheheimno1fan
5162,,pampianwantknow6triedaskpkiastillreplychangestatusaway
5163,,stronglyagreesjasonwolverinehughjackmansorrykidsmouse
5164,,alice286luckygirlworkdaytomorrowmaybeevenmonday
5165,,lovesickamgivecallgobowlingcomplainlove
5166,,closeenteringpoguesbooktodayquotworldaccordingtwitterquotyetseemfar
5167,,itbackpakistan
5168,,wishgrandmothertakenus
5169,,feverdontfeelwork
5170,,nellagrlreallygoodnightmissinglittlegirl
5171,,gotnastyargumentsomeonenormallylikemuchforgivewelleither
5172,,wellgetcallbackohwell
5173,,todaygoingnormaldayhopegrouppilotslargeairlinecomelastnightmuchdrink
5174,,hahaboredbuthappymothersday
5175,,iamkeshiahappybirthdaykeshiakeshiabobeshia
5176,,sum1plzcheer
5177,,retrorewinddavethanksplayinghappybirthdaynkotbtodaybdaylonelybdaytoday
5178,,darnsupposedhaikuformattingfailedme
5179,,workiminagoodmood
5180,,angee10malennaayessawesomeeufollowurlovemollyhahahuchatushere
5181,,raininggngraindance
5182,,gotthreeshotstodaycantliftarms
5183,,mcdaydreamersomeandbestfriendsgoschooltheotherschangeschools
5184,,layingbedonespotsmellslikevanillaawesome
5185,,downtowndrinkingcelebratingcavsvictory
5186,,wahamericanchocolatecheesecakechweetmummymuaxxx
5187,,dfizzyluckyweekssummer
5188,,burnedtongue
5189,,capemaybooksalrightwantoverduenowlolfunnynitenite
5190,,somebodyinstalledvcenterserverwindowsx64wsp2sp2compabilitymatrix
5191,,sidrajalil1132evenaskingothersenjoyingsadnessmissinglikeme
5192,,noooooraininghadleavebeach
5193,,watchintvhappymomsday
5194,,juliepilatgreatshow
5195,,sawfavoritessurprisinglywaysad
5196,,devyrahahahahadefinitelystillwriting
5197,,happymothersdaymomsthere
5198,,ohmadeeveningforgotmerlintonighttossrovespielburgspielburgabc2choices
5199,,lookingforwardfinaleracenextweekmissingcastlegirlsthoughracefanswelcomewatchchezmoi
5200,,jennifalconerhappyseesomethingweekendflightconchordsbackbbc4
5201,,ouchheadhurts
5202,,ryandownieproblemdudegetbettersooncoldwellbleh
5203,,wannagobeachbutstudy
5204,,heysocialmediatvughwayvideogtblahpoutssocialmediatvlivegt
5205,,ummyeaagolikewatchmovieslinkcomsomethinglikeprettygoodquality
5206,,namastehooraymondayundaunted3amwakeupconsider9amlondonfeeljustifiedbrightsideeverything
5207,,herebyproclaimofficiallysummerawesometodaystuckinsidechillyoffice
5208,,lastsongamericanrejectsamazingsong
5209,,finallyimbackonlinemisslappymanythingsfollowupstartingninghaha
5210,,sarsreallygotdown
5211,,gotfulldayworktodaycantwaittellgethomebeertvtimegotmakemoneygetbeers
5212,,pandamayhemnoooooooooooolooklotpictureslollol
5213,,rv109creekaybutipakayouythankyou
5214,,enjoyingviewsgflyer
5215,,okfeellikeneedcrycantbelievelessyearsillwalkingacrossstagegethighschooldiploma
5216,,coldbeachsucky
5217,,swrightboucherhisusanreadblogreallygoodlookforwardtweetupdates
5218,,madisonthatsgetabandoningusmissyou
5219,,newfollowersprettycooltweepscheckemout
5220,,angrysadhappyexcitedhatemoodschangerightimmenselysad
5221,,alwaysonetimealwayslatewannasleepmissmere
5222,,crazypeoplesure
5223,,emilyorshanhahahabobmarleyone
5224,,netmogulsoundssoooogoodrightmmmmmalasadasleavetoday
5225,,buongiornowokeitalianlunch
5226,,aonirtryingconvincejaneyliciouswaitbitseeupwellwantsee
5227,,waledpastquadwantoutsidefun
5228,,happyjudddayeverybody
5229,,daniellefecciquotyouguyscouldfuncardboardboxquotmissalreadybro
5230,,lapixthanksennio
5231,,therealscarabbettersnickersbarhersheyswalmondsusebaddictedb4misslol
5232,,lilayyherelikeknowtherespeopleworseliveswishcouldgobackchangeaspectslife
5233,,bankholidayukrainingtypicalukbankholidayweatherdrieslatergetchainsawtrees
5234,,chickwoman97imridinghighslowsmoodsnowchoresblow
5235,,ughtalksomeonereallybored
5236,,onebringingsnacks
5237,,gorgeousdaygoingworkalllldaygottakeeptellingnyc
5238,,penguinsnewsgopensgoginowinspens
5239,,destroytodayhahahtry
5240,,walesam1stweeksawaywalesidkguysschoolreallylikeme
5241,,watchingonefavmoviessparklegogetfoodlater
5242,,packinggymbaggymbitsqueehappiestwhemgo
5243,,wherespossmiss
5244,,holysmokesstartrekfreakingawesomeeeee
5245,,jeremybeguhnfunwithoutmeeegoingmissssyouu
5246,,gethaircutmorninglookingforwardspendingweekendalone
5247,,herniahurtingwayusualtonightwayablegoout
5248,,excitedboutgoing2nitebummedcuzimdadesignateddriverdrinkingangie
5249,,renegadeslastdaytodayandwellgonecatchguttedclosestcamegreenockkilmacolm
5250,,crazytwismhahagood
5251,,macmusothankmuchgladlikethem
5252,,nerdwriterclosetryingthemyummy
5253,,lastdayoffbackworktomorrow
5254,,helpedsaverunawaydogwantfriendthough
5255,,foreverralmosthappymothersdayyyay
5256,,wokemorninglinequotimadehalfponyhalfmonkeymonsterpleasegetfeelinglikequot
5257,,alwaysfeelsicklywakeupwellgotbusydayaheadmeyippeee
5258,,asthmaissuestodaybah
5259,,readygosleephotroomyeyfirsttimesleepinghugebedexcited
5260,,greattimelastnight
5261,,watchingsexampcitybrotherssoccergametotallydefitedpurposecominghehe
5262,,happymothersdaymommys
5263,,stilltiredduelatenightsworkbearly2moroworkbadtimes
5264,,wideawakegrouchyfuck
5265,,ginchanawwthankhoneydidjagetmommydaddy
5266,,acummingsecstaticclientdeedlieusomondaytakesignamplockboxhappyanothersatisfiedclient
5267,,anotherfridaynightinmanskintrubbish
5268,,gothomelongdayasdajoy
5269,,lostinternetraidos
5270,,todaygoodlittlegirlholliebgtcompletesympahtyvotecuteaidandavisltweetx
5271,,watchingfavoritetvshowshulucomfree
5272,,sensualbodyrubshopegetcartodayhateanythingstopswork
5273,,awsomesaladrecommendgettingspiceybuffalochickensalad
5274,,brodyjenneruwatchhillslondonurealisetourtureweeksweekslatewatchitonlinelol
5275,,applecharlotteunfairwannagotoo
5276,,skinnylaminxsawwholelotstuffafricajoycasterbridgefarmwhiterivermpumalangawasquitethrilledseeurstuff
5277,,skinnermiketoldjokeonstagebutlins1991onepersonlaughedscarredlife
5278,,imfriendsanyoneanymore
5279,,sweetpea2809heresadtimes
5280,,ampampthenightcontinueswfavmaziekristinaerickaampamprobin
5281,,ohmosscuringlehangoverepicnightbruisednbatteredhecticgokartingsessionprettysatisfiedthankmuch
5282,,cryingrealtears
5283,,jasondjkimknowwwwcantdeal95life
5284,,yawnnnnnslightheadachenhangovergrrr
5285,,enjoyingcupchickensoup
5286,,holly2305loltoogoing12ameasyused
5287,,kurtismarshfargounlessprizemillionsknowwins
5288,,noiselesssoundheardreginagirlssonglesdeuxthinkushouldhavecomebackmcmissu
5289,,goodbyeshurt
5290,,backgardentimesfeethurt
5291,,workdowristhurtsmuchit
5292,,tiernandouiebohgoshhopesofun
5293,,neeeeedplansonehangtomorrowbooo
5294,,plusjanessahurtfeelings
5295,,wowgotkilledfirstwavehordegearsfail
5296,,
5297,,gotdoneturningprefinalprojectcomputeranimationclassfinalduetuesclassesweeks
5298,,sayinggoodbyegoodtrustedfriendtodaygoodbyefreeskytvbestfriendanyonecouldhad
5299,,jasonincsoundsgoodstilllikefridaysalthoughmeansgoworktomarrow
5300,,unopenedpackgoatcheesestarinfacestarvingdintil
5301,,carscarscarsineedonehahaonefoundlastnightwantedbadsold
5302,,dammitforgotgocanvasshoppingtoday
5303,,tryingshoponlinewiscouldfindsevens40haha
5304,,jenhpbummergetbooksignedsigh
5305,,officialtilatilaaamakefeelspecialhahahatersdays
5306,,jasonmitcheneryessiriacquiredmasterartschristianministryaloooooongjourneycompletedtodaysothankful
5307,,evennooooosecretnamerebeccaplease
5308,,powerdvdwantplaypushingdaisiesdvdwantscreeniesmakeiconswithcopyprotectiongonebonkers
5309,,citycynicloltargetemployeeforbidplaceusuallygobuylikeeverythingalongcommenting
5310,,etsynevernoticedrightguessthatsheartalwaysdreamingtravel
5311,,upsetleftphonehome
5312,,may4thyouhappystarwarsdaytwirpsrofl
5313,,macbookinvitingfriendtwitterhappymothersday
5314,,krystalnicholeprettygoodthinkoverdidgymyesterdayworking
5315,,wearingquotpurplepassionquotopiabsolutelyloveit
5316,,dynamomagiciandudeawesome
5317,,wordsminutespeech80steenmoviesduewednesdayblahblahcantwaitglennball
5318,,dammitgetpicniamh3dglasses
5319,,everpointlessargumentdrunkmumdrunknandrunkmumsbfdinnerhavefuntimesroundhahah
5320,,misseveryoneneedfaceswittysituationalupdatesdo
5321,,mrmarcusxjstwednesday
5322,,nokeyboardcatishasdeadyearsplayoffkeyboardcat
5323,,darrylepbusyyesbutalwaysamhopegreattimetravelinggowelcomeback
5324,,deathcabcutieslouchybaretsgoodwaystartday
5325,,hopefullygoingbackworktomorrowtiredflubesideloveworkingchildrenfunplaywith
5326,,drumsmadepeoplessetssogiveback
5327,,leehongruihahahaokhiremompaisehhahashallwashing
5328,,mothersdayfamilydinnerrainysundaynight
5329,,cheekykerridefocantwaitniceafternoonmusic
5330,,bitdumpstodayawfuldaymaybegoodtimewritesongy
5331,,bbelleyeahknewlinkcompletelyamazingsingsphantom
5332,,tinpanalleysorrybrothatsrough
5333,,utterhipurwelcomepalutrulydeservefollowed
5334,,yayablemakeupdatestonightlamecomparedpplsknowlol
5335,,goinghappenonedayfeelgirlmum
5336,,hilaryjpsun
5337,,feelsicklikewannagetbedbotheredgoworkturndalightoffpulldashadesntvtypesick
5338,,saysnewlayoutcutexseecutieshahahah
5339,,needcheering
5340,,suckydayfarhopegetsbetter
5341,,keepinupwkrishopegreatdaytomorrowhappymothersdayletusknow
5342,,baddayofficehorrendousmoodnationalactlikeidioticbuffoondaytodaynoonebotheredtellme
5343,,downloadedtwitterberrylifeevenconvenient
5344,,ohnortherndownpourradiomeancdanythingnormalradiostationwoohoo
5345,,goinggetassgearbrekkiemakestartkitchenwoobbqlatergoodtimes
